1;32;25087;25097;49675;0,049675
1;64;25087;25097;50747;0,050747
1;96;25087;25097;64395;0,064395
1;128;25087;25097;86040;0,086040
1;160;25087;25097;118470;0,118470
1;192;25087;25097;197684;0,197684
1;224;25087;25097;229005;0,229005
1;256;25087;25097;258008;0,258008
1;288;25087;25097;271645;0,271645
1;320;25087;25097;314961;0,314961
1;352;25087;25097;322361;0,322361
1;384;25087;25097;293769;0,293769
1;416;25087;25097;327462;0,327462
1;448;25087;25097;355099;0,355099
1;480;25087;25097;466040;0,466040
1;512;25087;25097;499712;0,499712
1;544;25087;25097;425725;0,425725
1;576;25087;25097;456708;0,456708
1;608;25087;25097;482380;0,482380
1;640;25087;25097;507554;0,507554
1;672;25087;25097;539154;0,539154
1;704;25087;25097;563644;0,563644
1;736;25087;25097;590433;0,590433
1;768;25087;25097;614669;0,614669
1;800;25087;25097;646020;0,646020
1;832;25087;25097;653654;0,653654
1;864;25087;25097;663707;0,663707
1;896;25087;25097;703373;0,703373
1;928;25087;25097;754884;0,754884
1;960;25087;25097;816815;0,816815
1;992;25087;25097;860786;0,860786
1;1024;25087;25097;891255;0,891255
2;32;25087;25097;50897;0,050897
2;64;25087;25097;76839;0,076839
2;96;25087;25097;117357;0,117357
2;128;25087;25097;174100;0,174100
2;160;25087;25097;306997;0,306997
2;192;25087;25097;377243;0,377243
2;224;25087;25097;408612;0,408612
2;256;25087;25097;443439;0,443439
2;288;25087;25097;504391;0,504391
2;320;25087;25097;520414;0,520414
2;352;25087;25097;552001;0,552001
2;384;25087;25097;613678;0,613678
2;416;25087;25097;670431;0,670431
2;448;25087;25097;703816;0,703816
2;480;25087;25097;801478;0,801478
2;512;25087;25097;892199;0,892199
2;544;25087;25097;964065;0,964065
2;576;25087;25097;1063258;1,063258
2;608;25087;25097;1195133;1,195133
2;640;25087;25097;1247471;1,247471
2;672;25087;25097;1357799;1,357799
2;704;25087;25097;1490985;1,490985
2;736;25087;25097;1610440;1,610440
2;768;25087;25097;1737943;1,737943
2;800;25087;25097;1859967;1,859967
2;832;25087;25097;1965322;1,965322
2;864;25087;25097;2086580;2,086580
2;896;25087;25097;2236456;2,236456
2;928;25087;25097;2333078;2,333078
2;960;25087;25097;2525889;2,525889
2;992;25087;25097;2669735;2,669735
2;1024;25087;25097;2821870;2,821870
4;32;25087;25097;69565;0,069565
4;64;25087;25097;143079;0,143079
4;96;25087;25097;260306;0,260306
4;128;25087;25097;377181;0,377181
4;160;25087;25097;511365;0,511365
4;192;25087;25097;647326;0,647326
4;224;25087;25097;811906;0,811906
4;256;25087;25097;1014269;1,014269
4;288;25087;25097;1066262;1,066262
4;320;25087;25097;1233723;1,233723
4;352;25087;25097;1492162;1,492162
4;384;25087;25097;1737345;1,737345
4;416;25087;25097;1958828;1,958828
4;448;25087;25097;2236062;2,236062
4;480;25087;25097;2508101;2,508101
4;512;25087;25097;2825195;2,825195
4;544;25087;25097;3118268;3,118268
4;576;25087;25097;3487454;3,487454
4;608;25087;25097;3792595;3,792595
4;640;25087;25097;4116041;4,116041
4;672;25087;25097;4597820;4,597820
4;704;25087;25097;4990551;4,990551
4;736;25087;25097;5357334;5,357334
4;768;25087;25097;5664806;5,664806
4;800;25087;25097;5893970;5,893970
4;832;25087;25097;6161838;6,161838
4;864;25087;25097;6462964;6,462964
4;896;25087;25097;6756351;6,756351
4;928;25087;25097;7038167;7,038167
4;960;25087;25097;7365017;7,365017
4;992;25087;25097;7642643;7,642643
4;1024;25087;25097;7907930;7,907930
8;32;25087;25097;127800;0,127800
8;64;25087;25097;350755;0,350755
8;96;25087;25097;599872;0,599872
8;128;25087;25097;905709;0,905709
8;160;25087;25097;1233488;1,233488
8;192;25087;25097;1742942;1,742942
8;224;25087;25097;2222670;2,222670
8;256;25087;25097;2830759;2,830759
8;288;25087;25097;3490333;3,490333
8;320;25087;25097;4125169;4,125169
8;352;25087;25097;4988914;4,988914
8;384;25087;25097;5651565;5,651565
8;416;25087;25097;6151242;6,151242
8;448;25087;25097;6736794;6,736794
8;480;25087;25097;7368446;7,368446
8;512;25087;25097;7897095;7,897095
8;544;25087;25097;8584920;8,584920
8;576;25087;25097;9212094;9,212094